Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,ID,EVConnectorTypes,Country,Access Code,Access Detail Code,Facility Type,EV Pricing
"Walgreens - Cornelius, OR #9353 |P820",115 N 20th Ave,Cornelius,OR,97113,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.520878,-123.047672,147881,J1772,US,Public,,,$2.00/Hr Parking Fee
Tolovana Inn Cannon Beach,3400 South Hemlock Street,Cannon Beach,OR,97145,800-663-5633,Public,Unknown,Unknown,0,4,0,SemaCharge Network,45.87206,-123.961422,147886,J1772,US,Public,,,$1.00-$4.00/Hr Variable Parking Fee
"Walgreens - Sherwood, OR #7665 |P815",21065 SW Pacific Highway,Sherwood,OR,97140,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.3673,-122.848649,147889,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Wilsonville, OR #7688 |P816",9450 SW Wilsonville Rd,Wilsonville,OR,97070,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.3029528,-122.7734556,147891,J1772,US,Public,,,$2.00/Hr Parking Fee
Winderlea Vineyard and Winery,8905 NE Worden Hill Road,Dundee,OR,97115,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.278379,-123.043405,147893,J1772,US,Public,,,No Fee
Sokol Blosser Winery,5000 Sokol Blosser Lane,Dundee,OR,97115,800-663-5633,Public,8:00am-09:00pm daily,Unknown,0,2,0,SemaCharge Network,45.2471771,-123.0480541,147894,J1772,US,Public,,,No Fee
Joel Palmer House Restaurant,600 Ferry Street,Dayton,OR,97114,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.2179069,-123.079714,147901,J1772,US,Public,,,No Fee
Best Western McMinnville Inn,2035 Oregon 99W,McMinnville,OR,97128,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,45.1935579,-123.2109633,147906,J1772,US,Public,,,$1.00/Hr Parking Fee
Brooks Wines,21101 SE Cherry Blossom LN,Amity,OR,97101,800-663-5633,Public,24 hours daily,Unknown,0,1,0,SemaCharge Network,45.1072004,-123.135034,147909,J1772,US,Public,,,$0.00-$1.00/Hr Variable Parking Fee
Kaiser - Keizer Station Dental |P28871,5910 Ulali Drive,Keizer,OR,97303,800-663-5633,Public,Unknown,Unknown,0,3,0,SemaCharge Network,45.0074688,-122.998486,147920,J1772,US,Public,,,$0.00-$1.35/Hr Variable Parking Fee
"Walgreens - Salem, OR #9287 |P818",124 Lancaster Dr SE,Salem,OR,97301,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.9287241,-122.9833527,147927,J1772,US,Public,,,$2.00/Hr Parking Fee
ODOT East Salem Complex Building B,455 Airport Road Southeast,Salem,OR,97301,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.9275792,-123.0039719,147930,J1772,US,Public,,,No Fee
Greyhound Station,510 13th Street SE,Salem,OR,97301,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.93227572,-123.0282196,147931,J1772,US,Public,,,$0.20/kWh Energy Fee
Andante Vineyard Main,3855 Morris Road,Dallas,OR,97338,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.9901034,-123.2747417,147937,J1772,US,Public,,,No Fee
"Walgreens - Salem, OR #11173 |P826",4760 S Liberty Rd,Salem,OR,97302,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.888866,-123.05999,147939,J1772,US,Public,,,$2.00/Hr Parking Fee
Willamette Valley Vineyards,8800 Enchanted Way SE,Turner,OR,97392,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.827453,-123.0110757,147946,J1772,US,Public,,,No Fee
SMR AUO 1,18575 Southwest Century Drive,Bend,OR,97702,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,43.9962626,-121.3961626,147976,J1772,US,Public,,,$3.00-$5.00/Hr Variable Parking Fee
"Walgreens - Lebanon, OR #11399 |P827",3300 Burdell Blvd,Lebanon,OR,97355,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.5165972,-122.8964974,147987,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Eugene, OR #12491 |P833",2788 River Rd,Eugene,OR,97404,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.1046191,-123.1318022,148048,J1772,US,Public,,,$2.00/Hr Parking Fee
CO Square,"1400 Valley River Drive
Suite 240",Eugene,OR,97401,800-663-5633,Public,24 hours daily,Unknown,0,2,0,SemaCharge Network,44.0709993,-123.1086961,148050,J1772,US,Public,,,$1.00/Hr Parking Fee
COE Train Lot,433 Willamette Street,Eugene,OR,97401,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.0551543,-123.0923357,148051,J1772,US,Public,,,No Fee
Parcade,710 Willamette Street,Eugene,OR,97401,800-663-5633,Public,Unknown,Unknown,0,6,0,SemaCharge Network,44.052054,-123.0927106,148052,J1772,US,Public,,,No Fee
Overpark,1000 Oak Street,Eugene,OR,97401,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.0488021,-123.0912052,148054,J1772,US,Public,,,No Fee
Broadway South,248 West Broadway,Eugene,OR,97401,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.0499177,-123.0963067,148055,J1772,US,Public,,,No Fee
COE Library,100 West 10th Avenue,Eugene,OR,97401,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.0485302,-123.094962,148056,J1772,US,Public,,,No Fee
Hilvard Community Center,2580 Hilyard Street,Eugene,OR,97405,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.0308172,-123.0823984,148059,J1772,US,Public,,,No Fee
Amazon Corner,747 East 32nd Avenue,Eugene,OR,97405,800-663-5633,Public,24 hours daily,Unknown,0,2,0,SemaCharge Network,44.02231845,-123.0804854,148061,J1772,US,Public,,,$1.50/Hr Parking Fee
Super 8 Roseburg,3200 NW Aviation Drive,Roseburg,OR,97470,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,43.2490005,-123.3583226,148082,J1772,US,Public,,,No Fee
"Walgreens - Roseburg, OR #12068 |P831",1377 NE Stephens St,Roseburg,OR,97470,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,43.2264305,-123.348339,148084,J1772,US,Public,,,$2.00/Hr Parking Fee
Rogue Valley Manor,1200 Mira Mar Avenue,Medford,OR,97504,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,42.3069163,-122.8386148,148130,J1772,US,Public,,,$0.50-$2.00/Hr Variable Parking Fee
"Walgreens - Medford, OR #9328 |P819",210 Barnett Rd,Medford,OR,97501,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,42.3156876,-122.8613265,148131,J1772,US,Public,,,$2.00/Hr Parking Fee
"Walgreens - Medford, OR #12596 |P834",2280 West Main St,Medford,OR,97501,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,42.3240773,-122.8990224,148133,J1772,US,Public,,,$2.00/Hr Parking Fee
CITY ROSEBURG,574 W Stewart Park Dr,Roseburg,OR,97471,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,43.214733,-123.367805,149141,J1772,US,Public,,,No Fee
Providence - Newberg Medical Center,1001 Providence Drive,Newberg,OR,97132,888-998-2546,Public,24 hours daily,Unknown,0,4,0,Blink Network,45.308838,-122.933603,149404,J1772,US,Public,,,Level 2: $0.49 per kWh
CITY ROSEBURG,551 SE Rose St,Roseburg,OR,97470,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,43.20927,-123.34469,149409,J1772,US,Public,,,No Fee
POWERCHARGE,705 NW Buchanan Ave,Corvallis,OR,97330,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.5752733,-123.2597317,149416,J1772,US,Public,,,No Fee
IBEW 48 - Union Hall,15937 NE Airport Way,Portland,OR,97230,888-998-2546,Public,24 hours daily,Unknown,0,6,0,Blink Network,45.557413,-122.498501,149433,J1772,US,Public,,,Level 2: $0.49 per kWh
Greenlots - 54013,4000 SE 82nd Ave,Portland,OR,97206,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.494437,-122.576499,149589,CHADEMO,US,Public,,,No Fee
Greenlots - 54013,4000 SE 82nd Ave,Portland,OR,97206,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,45.494437,-122.576499,149589,J1772,US,Public,,,Unknown
Greenlots - 54013,4000 SE 82nd Ave,Portland,OR,97206,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.494437,-122.576499,149589,CCS,US,Public,,,No Fee
RV Building,17520 Mesnard Street,Lake Oswego,OR,97034,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.3993036,-122.6520568,149657,J1772,US,Public,,,No Fee
Local Government Center,1201 Court Street Northeast,Salem,OR,97301,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,44.9387087,-123.0259577,149658,J1772,US,Public,,,"$0.15/Hr Parking Fee , $0.10/kWh Energy Fee"
"Walmart 1784 - Salem, OR",3025 Lancaster Dr. NE,Salem,OR,97305,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,44.965504,-122.985356,149740,CHADEMO,US,Public,,,Unknown
"Walmart 1784 - Salem, OR",3025 Lancaster Dr. NE,Salem,OR,97305,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,44.965504,-122.985356,149740,CCS,US,Public,,,Unknown
PGE,3504 SE 92nd Ave,Portland,OR,97266,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.496585,-122.566573,149754,J1772,US,Public,,,"$0.19 per kWh, $3 per session"
PACIFIC POWER,274 SW 4th St,Madras,OR,97741,888-758-4389,Public,24 hours daily,Unknown,0,0,8,ChargePoint Network,44.632126,-121.131065,149769,CHADEMO,US,Public,,,Pricing is based on time of day. $0.84 per hour from 4:00 PM to 8:00 PM
PACIFIC POWER,274 SW 4th St,Madras,OR,97741,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.632126,-121.131065,149769,J1772,US,Public,,,Pricing is based on time of day. $0.84 per hour from 4:00 PM to 8:00 PM
PACIFIC POWER,274 SW 4th St,Madras,OR,97741,888-758-4389,Public,24 hours daily,Unknown,0,0,8,ChargePoint Network,44.632126,-121.131065,149769,CCS,US,Public,,,Pricing is based on time of day. $0.84 per hour from 4:00 PM to 8:00 PM
47th Avenue Parking,4805 NE Glisan St,Portland,OR,97213,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.528816,-122.614195,149871,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence Medical Group - NE Glisan,5330 NE Glisan,Portland,OR,97213,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.526275,-122.609298,150240,J1772,US,Public,,,Level 2: $0.49 per kWh
Crystal Creek Professional Building,742 NE Division Street,Gresham,OR,97030,888-998-2546,Private,24 hours daily,Unknown,0,1,0,Blink Network,45.504779,-122.422629,150463,J1772,US,Private,,,Level 2: $0.49 per kWh
Resonance Wines Tasting Room - Tesla Destination,12020 NW Meadow Lake Rd,Carlton,OR,97111,"971-999-1603, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,45.290796,-123.238097,150597,J1772,US,Public,CALL,,No Fee
Resonance Wines Tasting Room - Tesla Destination,12020 NW Meadow Lake Rd,Carlton,OR,97111,"971-999-1603, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,45.290796,-123.238097,150597,TESLA,US,Public,CALL,,No Fee
Taylor & Taylor Realty Co. - Tesla Destination,3891 NW Hwy 101,Lincoln City,OR,97367,"541-994-9111, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,44.993604,-124.006882,150673,TESLA,US,Public,,,No Fee
Elk Cove Vineyards - Tesla Destination,27751 NW Olson Rd,Gaston,OR,97119,"503-985-7760, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.415886,-123.183277,150690,J1772,US,Public,CALL,,No Fee
Elk Cove Vineyards - Tesla Destination,27751 NW Olson Rd,Gaston,OR,97119,"503-985-7760, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.415886,-123.183277,150690,TESLA,US,Public,CALL,,No Fee
Headlands Coastal Lodge & Spa - Tesla Destination,33000 Cape Kiwanda Dr,Pacific City,OR,97135,"503-483-3000, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.216234,-123.970799,150715,TESLA,US,Public,,,No Fee
Lewis & Clark College - Tesla Destination,0615 SW Palatine Hill Rd,Lake Oswego,OR,97219,"503-768-7000, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.450404,-122.669338,150720,J1772,US,Public,,,No Fee
Lewis & Clark College - Tesla Destination,0615 SW Palatine Hill Rd,Lake Oswego,OR,97219,"503-768-7000, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.450404,-122.669338,150720,TESLA,US,Public,,,No Fee
Overleaf Lodge & Spa - Tesla Destination,280 Overleaf Lodge Ln,Yachats,OR,97498,"800-338-0507, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,44.32441,-124.103398,150726,TESLA,US,Public,,,No Fee
WSCFLEET,169 N 1st Ave,Hillsboro,OR,97124,888-758-4389,Public,24 hours daily,Unknown,0,1,0,ChargePoint Network,45.5236681,-122.9899563,150813,J1772,US,Public,,,$0.14 per kWh
Walgreens #15927,11995 SE Sunnyside Rd,Happy Valley,OR,97015,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.430286,-122.539766,151795,J1772,US,Public,,SHOPPING_CENTER,No Fee
Walgreens #6831,7010 NE Cornell Rd,Hillsboro,OR,97124,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.535322,-122.90696,151796,J1772,US,Public,,SHOPPING_CENTER,No Fee
Walgreens #13780,955 SE Baseline St,Hillsboro,OR,97124,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.52018,-122.97503,151797,J1772,US,Public,,SHOPPING_CENTER,No Fee
Cascade Station,9830 NE Cascades Pkwy,Portland,OR,97220,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.573273,-122.557421,151800,J1772,US,Public,,SHOPPING_CENTER,No Fee
Walgreens #5910,25699 SE Stark St,Troutdale,OR,97060,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.519322,-122.399424,151866,J1772,US,Public,,SHOPPING_CENTER,No Fee
Walgreens #9544,10903 SE Oak St,Milwaukie,OR,97222,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.444009,-122.629551,151867,J1772,US,Public,,SHOPPING_CENTER,No Fee
Walgreens #13727,20100 McLoughlin Blvd,Gladstone,OR,97027,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.37554,-122.601366,151868,J1772,US,Public,,SHOPPING_CENTER,No Fee
Walgreens #15071,13470 NW Cornell Rd,Portland,OR,97229,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.526404,-122.814925,151869,J1772,US,Public,,SHOPPING_CENTER,No Fee
Clackamas Town Center - Nordstrom Surface lot,12000 SE 82nd Ave,Happy Valley,OR,97086,888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.436873,-122.574743,151890,J1772,US,Public,,SHOPPING_MALL,No Fee
Metro Garage,600 NE Grand Ave.,Portland,OR,97232,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.5273671,-122.6602507,152426,J1772,US,Public,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.11/kWh Energy Fee"
Greenlots - 53199,900 Court St NE,Salem,OR,97301,855-900-7584,Public,24 hours daily,Unknown,0,0,4,Greenlots,44.938442,-123.030552,152474,CHADEMO,US,Public,,,No Fee
Greenlots - 53199,900 Court St NE,Salem,OR,97301,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,44.938442,-123.030552,152474,J1772,US,Public,,,Unknown
Greenlots - 53199,900 Court St NE,Salem,OR,97301,855-900-7584,Public,24 hours daily,Unknown,0,0,4,Greenlots,44.938442,-123.030552,152474,CCS,US,Public,,,No Fee
City of Tigard Library,13500 SW Hall Blvd,Tigard,OR,97223,888-264-2208,Public,6am-12pm daily,Unknown,0,2,0,Volta,45.422242,-122.765509,152744,J1772,US,Public,,LIBRARY,Unknown
P5927 Kaiser - Beaverton Medical Office,Southwest Western Avenue,Beaverton,OR,97005,800-663-5633,Public,Unknown,Unknown,0,8,0,SemaCharge Network,45.4813964,-122.7827313,153217,J1772,US,Public,,,$1.35/Hr Parking Fee
Greenlots - 52974,SW Wilsonville Road & Memorial Drive,Wilsonville,OR,97070,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.30291748,-122.7602921,153271,CHADEMO,US,Public,,,No Fee
Greenlots - 52974,SW Wilsonville Road & Memorial Drive,Wilsonville,OR,97070,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,45.30291748,-122.7602921,153271,J1772,US,Public,,,No Fee
Greenlots - 52974,SW Wilsonville Road & Memorial Drive,Wilsonville,OR,97070,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.30291748,-122.7602921,153271,CCS,US,Public,,,No Fee
Northern Wasco County Public Utility District,2345 River Rd,The Dalles,OR,97058,541-296-2226,Public,24 hours daily,Unknown,0,1,0,Non-Networked,45.615814,-121.198541,153493,J1772,US,Public,,UTILITY,No Fee
OTEC,484 N Broadway Ave.,Burns,OR,97720,888-758-4389,Public,24 hours daily,Unknown,0,0,2,ChargePoint Network,43.5896463,-119.0553157,154070,CHADEMO,US,Public,,,"$0.29 per kWh, $3 per session"
OTEC,484 N Broadway Ave.,Burns,OR,97720,888-758-4389,Public,24 hours daily,Unknown,0,0,2,ChargePoint Network,43.5896463,-119.0553157,154070,CCS,US,Public,,,"$0.29 per kWh, $3 per session"
PACIFIC POWER,70 NW Newport Ave,Bend,OR,97703,888-758-4389,Public,24 hours daily,Unknown,0,0,8,ChargePoint Network,44.061163,-121.313665,154071,CHADEMO,US,Public,,,Pricing is based on time of day. $0.28 per hour from 4:00 PM to 8:00 PM
PACIFIC POWER,70 NW Newport Ave,Bend,OR,97703,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,44.061163,-121.313665,154071,J1772,US,Public,,,Pricing is based on time of day. $0.28 per hour from 4:00 PM to 8:00 PM
PACIFIC POWER,70 NW Newport Ave,Bend,OR,97703,888-758-4389,Public,24 hours daily,Unknown,0,0,8,ChargePoint Network,44.061163,-121.313665,154071,CCS,US,Public,,,Pricing is based on time of day. $0.28 per hour from 4:00 PM to 8:00 PM
LABOR TEMPLE,4480 Rogue Valley Hwy,Central Point,OR,97502,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,42.382202,-122.92597,154072,J1772,US,Public,,,No Fee
PGE,2746 SE 29th Ave,Portland,OR,97202,888-758-4389,Public,24 hours daily,Unknown,0,1,0,ChargePoint Network,45.5029033,-122.6355261,154242,J1772,US,Public,,,No Fee
Fort George Brewery,1483 Duane St,Astoria,OR,97103,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,46.18874,-123.827392,154312,J1772,US,Public,,,Level 2: $0.49 per kWh
CENTRAL LINCOLN,440 Fir Ave,Reedsport,OR,97467,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,43.7020655,-124.0968986,154413,J1772,US,Public,,,$4 per session
EOLA Hills Winery,501 S. Pacific Highway 99W,Rickreall,OR,97371,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,44.92629788,-123.2296514,154421,J1772,US,Public,,,Level 2: $0.49 per kWh
"Target T0346 - Clackamas, OR",9000 SE Sunny-side Road,Clackamas,OR,97015,833-632-2778,Public,24 hours daily,Unknown,0,0,3,Electrify America,45.432028,-122.571033,154459,CHADEMO,US,Public,,,Unknown
"Target T0346 - Clackamas, OR",9000 SE Sunny-side Road,Clackamas,OR,97015,833-632-2778,Public,24 hours daily,Unknown,0,1,0,Electrify America,45.432028,-122.571033,154459,J1772,US,Public,,,Unknown
"Target T0346 - Clackamas, OR",9000 SE Sunny-side Road,Clackamas,OR,97015,833-632-2778,Public,24 hours daily,Unknown,0,0,3,Electrify America,45.432028,-122.571033,154459,CCS,US,Public,,,Unknown
Sylvania Campus,12000 Southwest 49th Avenue,Portland,OR,97219,800-663-5633,Public,Unknown,Unknown,0,2,0,SemaCharge Network,45.4384359,-122.7310045,154501,J1772,US,Public,,,No Fee
"Walgreens - Salem, OR #4257 |P802",4380 SE Commercial St,Salem,OR,97302,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.890664,-123.033902,154502,J1772,US,Public,,,$2.00/Hr Parking Fee
Nike - Michael Jordan,1 Bowerman Dr,Beaverton,OR,97005,Unknown,Private,For employee use only,Unknown,0,4,0,Non-Networked,45.505208,-122.82908,154546,J1772,US,Private,,OFFICE_BLDG,Unknown
Nike - Airport,4223 NE Penny Way,Hillsboro,OR,97124,Unknown,Private,For employee use only,Unknown,0,4,0,Non-Networked,45.540462,-122.941124,154547,J1772,US,Private,,OFFICE_BLDG,Unknown
Best Western Premier Peppertree Bend,1082 Southwest Yates Drive,Bend,OR,97702,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.0392553,-121.3358477,154833,J1772,US,Public,,,"$2.00/Hr Parking Fee , $0.20/kWh Energy Fee"
"Walgreens - Salem, OR #9650 |P822",699 Wallace Rd NW,Salem,OR,97304,800-663-5633,Public,Unknown,Unknown,0,1,0,SemaCharge Network,44.9484386,-123.051336,155109,J1772,US,Public,,,$2.00/Hr Parking Fee
Clackamas Town Center (DCFC),12190 SE. Sunnyside Rd.,Happy Valley,OR,97086,888-998-2546,Public,24 hours daily,Unknown,0,0,2,Blink Network,45.435227,-122.571386,155209,CHADEMO,US,Public,,,No Fee
Greenlots - 52975,11665 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.486761,-122.797462,155228,CHADEMO,US,Public,,,No Fee
Greenlots - 52975,11665 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,45.486761,-122.797462,155228,J1772,US,Public,,,No Fee
Greenlots - 52975,11665 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.486761,-122.797462,155228,CCS,US,Public,,,No Fee
"Walmart 5935 - Tigard, OR",7600 SW Dartmouth St.,Tigard,OR,97223,833-632-2778,Public,24 hours daily,Unknown,0,0,8,Electrify America,45.432669,-122.753681,155309,CHADEMO,US,Public,,,Unknown
"Walmart 5935 - Tigard, OR",7600 SW Dartmouth St.,Tigard,OR,97223,833-632-2778,Public,24 hours daily,Unknown,0,0,8,Electrify America,45.432669,-122.753681,155309,CCS,US,Public,,,Unknown
NICHOLS LANDING,1 Nichols Pkwy,Hood River,OR,97031,888-758-4389,Public,24 hours daily,Unknown,0,4,0,ChargePoint Network,45.711153,-121.509136,155346,J1772,US,Public,,,No Fee
